court_id,resource_uri,pacer_court_id,pacer_has_rss_feed,pacer_rss_entry_types,date_last_pacer_contact,fjc_court_id,date_modified,in_use,has_opinion_scraper,has_oral_argument_scraper,position,citation_string,short_name,full_name,url,start_date,end_date,jurisdiction,parent_court,appeals_to
scotus,https://www.courtlistener.com/api/rest/v4/courts/scotus/,,,,,,2014-10-30T18:59:15.952000-07:00,True,True,True,1.0,SCOTUS,Supreme Court,Supreme Court of the United States,http://supremecourt.gov/,1789-09-24,,F,,[]
ca1,https://www.courtlistener.com/api/rest/v4/courts/ca1/,1.0,False,,,1,2023-02-22T08:08:13.910202-08:00,True,True,True,101.0,1st Cir.,First Circuit,Court of Appeals for the First Circuit,http://www.ca1.uscourts.gov/,1891-03-03,,F,,[]
ca2,https://www.courtlistener.com/api/rest/v4/courts/ca2/,2.0,True,"orders, opinions",,2,2023-02-22T07:58:28.729123-08:00,True,True,True,102.0,2d Cir.,Second Circuit,Court of Appeals for the Second Circuit,http://www.ca2.uscourts.gov/,1891-03-03,,F,,[]
ca3,https://www.courtlistener.com/api/rest/v4/courts/ca3/,3.0,False,,,3,2023-02-22T08:08:24.971997-08:00,True,True,True,103.0,3rd Cir.,Third Circuit,Court of Appeals for the Third Circuit,http://www.ca3.uscourts.gov/,1891-03-03,,F,,[]
ca4,https://www.courtlistener.com/api/rest/v4/courts/ca4/,4.0,True,"orders, opinions, judgments",,4,2023-02-22T07:58:31.502754-08:00,True,True,True,104.0,4th Cir.,Fourth Circuit,Court of Appeals for the Fourth Circuit,http://www.ca4.uscourts.gov/,1891-03-03,,F,,[]
ca5,https://www.courtlistener.com/api/rest/v4/courts/ca5/,5.0,False,,,5,2023-02-22T08:08:36.484112-08:00,True,True,True,105.0,5th Cir.,Fifth Circuit,Court of Appeals for the Fifth Circuit,http://www.ca5.uscourts.gov/,1891-03-03,,F,,[]
ca6,https://www.courtlistener.com/api/rest/v4/courts/ca6/,6.0,True,"orders,opinions,judgments",,6,2023-02-22T07:45:44.669268-08:00,True,True,True,106.0,6th Cir.,Sixth Circuit,Court of Appeals for the Sixth Circuit,http://www.ca6.uscourts.gov/,1891-03-03,,F,,[]
ca7,https://www.courtlistener.com/api/rest/v4/courts/ca7/,7.0,False,,,7,2023-02-22T08:09:08.102199-08:00,True,True,True,107.0,7th Cir.,Seventh Circuit,Court of Appeals for the Seventh Circuit,http://www.ca7.uscourts.gov/,1891-03-03,,F,,[]
ca8,https://www.courtlistener.com/api/rest/v4/courts/ca8/,8.0,False,,,8,2023-02-22T08:09:17.894259-08:00,True,True,True,108.0,8th Cir.,Eighth Circuit,Court of Appeals for the Eighth Circuit,http://www.ca8.uscourts.gov/,1891-03-03,,F,,[]
ca9,https://www.courtlistener.com/api/rest/v4/courts/ca9/,9.0,False,,,9,2023-02-22T08:09:25.712512-08:00,True,True,True,109.0,9th Cir.,Ninth Circuit,Court of Appeals for the Ninth Circuit,http://www.ca9.uscourts.gov/,1891-03-03,,F,,[]
ca10,https://www.courtlistener.com/api/rest/v4/courts/ca10/,10.0,True,opinions,,10,2023-02-22T07:46:10.792990-08:00,True,True,True,110.0,10th Cir.,Tenth Circuit,Court of Appeals for the Tenth Circuit,http://www.ca10.uscourts.gov/,1929-02-28,,F,,[]
ca11,https://www.courtlistener.com/api/rest/v4/courts/ca11/,11.0,True,opinions,,11,2023-02-22T07:46:38.578459-08:00,True,True,True,111.0,11th Cir.,Eleventh Circuit,Court of Appeals for the Eleventh Circuit,http://www.ca11.uscourts.gov/,1980-10-14,,F,,[]
cadc,https://www.courtlistener.com/api/rest/v4/courts/cadc/,12.0,True,"orders,opinions,judgments",,0,2023-02-22T07:47:08.587174-08:00,True,True,True,112.0,D.C. Cir.,D.C. Circuit,Court of Appeals for the D.C. Circuit,http://www.cadc.uscourts.gov/,1893-02-09,,F,,[]
cafc,https://www.courtlistener.com/api/rest/v4/courts/cafc/,13.0,True,"orders,opinions,judgments",,,2023-02-22T07:47:46.790323-08:00,True,True,True,113.0,Fed. Cir.,Federal Circuit,Court of Appeals for the Federal Circuit,http://www.cafc.uscourts.gov/,1982-04-02,,F,,[]
ag,https://www.courtlistener.com/api/rest/v4/courts/ag/,,,,,,2017-01-27T14:35:06.131210-08:00,True,True,False,113.04,Op. Att’y Gen.,Attorneys General,United States Attorneys General,https://www.justice.gov/olc/opinions-main,,,FS,,[]
afcca,https://www.courtlistener.com/api/rest/v4/courts/afcca/,,,,,,2023-10-02T08:46:25.830669-07:00,True,True,False,113.05,A.F.C.C.A.,Air Force Court of Criminal Appeals,United States Air Force Court of Criminal Appeals,http://afcca.law.af.mil/,,,MA,,[]
usafctmilrev,https://www.courtlistener.com/api/rest/v4/courts/usafctmilrev/,,,,,,2023-10-02T08:46:25.835060-07:00,True,False,False,113.06,,U S Air Force Court of Military Review,U S Air Force Court of Military Review,,,,MA,,[]
asbca,https://www.courtlistener.com/api/rest/v4/courts/asbca/,,,,,,2014-09-18T18:15:36.995000-07:00,True,True,False,113.1,A.S.B.C.A.,Armed Services Board of Contract Appeals,Armed Services Board of Contract Appeals,http://www.asbca.mil/,,,FS,,[]
armfor,https://www.courtlistener.com/api/rest/v4/courts/armfor/,,,,,,2023-10-02T08:46:25.841516-07:00,True,True,False,113.2,C.A.A.F.,Court of Appeals for the Armed Forces,Court of Appeals for the Armed Forces,http://www.armfor.uscourts.gov/,1951-05-31,,MA,,[]
cma,https://www.courtlistener.com/api/rest/v4/courts/cma/,,,,,,2023-10-02T08:46:25.846416-07:00,True,False,False,113.21,,United States Court of Military Appeals,United States Court of Military Appeals,,,,MA,,[]
acca,https://www.courtlistener.com/api/rest/v4/courts/acca/,,,,,,2023-10-02T08:46:25.852019-07:00,True,True,False,113.3,A.C.C.A.,Army Court of Criminal Appeals,Army Court of Criminal Appeals,https://www.jagcnet.army.mil/ACCA,,,MA,,[]
usarmymilrev,https://www.courtlistener.com/api/rest/v4/courts/usarmymilrev/,,,,,,2023-10-02T08:46:25.856124-07:00,True,False,False,113.35,,U.S. Army Court of Military Review,U.S. Army Court of Military Review,,,,MA,,[]
uscgcoca,https://www.courtlistener.com/api/rest/v4/courts/uscgcoca/,,,,,,2024-01-09T11:19:37.698482-08:00,True,True,False,113.41,,U S Coast Guard Court of Criminal Appeals,U S Coast Guard Court of Criminal Appeals,,,,MA,,[]
cgcomilrev,https://www.courtlistener.com/api/rest/v4/courts/cgcomilrev/,,,,,,2023-10-02T08:46:25.864798-07:00,True,False,False,113.42,,U S Coast Guard Court of Military Review,U S Coast Guard Court of Military Review,,,,MA,,[]
cc,https://www.courtlistener.com/api/rest/v4/courts/cc/,,,,,,2013-10-17T17:47:36.613000-07:00,True,False,False,113.5,Ct. Cl.,Court of Claims,United States Court of Claims,http://www.fjc.gov/history/home.nsf/page/courts_special_coc.html,1855-02-24,1992-10-29,FS,,[]
uscfc,https://www.courtlistener.com/api/rest/v4/courts/uscfc/,15.0,True,all,,,2024-01-09T11:20:03.553345-08:00,True,True,False,113.6,Fed. Cl.,Federal Claims,United States Court of Federal Claims,http://www.uscfc.uscourts.gov/,1982-04-02,,FS,,['https://www.courtlistener.com/api/rest/v4/courts/cafc/']
com,https://www.courtlistener.com/api/rest/v4/courts/com/,,,,,,2013-08-14T15:19:08-07:00,True,False,False,113.9,Comm. Ct.,Commerce Court,Commerce Court,http://www.fjc.gov/history/home.nsf/page/courts_special_com.html,1910-01-01,1913-01-01,FS,,[]
ccpa,https://www.courtlistener.com/api/rest/v4/courts/ccpa/,,,,,,2013-08-14T15:19:17-07:00,True,False,False,114.0,C.C.P.A.,Customs and Patent Appeals,Court of Customs and Patent Appeals,http://www.cafc.uscourts.gov/,1909-08-05,1982-04-02,FS,,['https://www.courtlistener.com/api/rest/v4/courts/cafc/']
cusc,https://www.courtlistener.com/api/rest/v4/courts/cusc/,,,,,,2014-06-18T17:34:16.654000-07:00,True,False,False,114.1,Cust. Ct.,U.S. Customs Court,United States Customs Court,http://www.fjc.gov/history/home.nsf/page/courts_special_cc_bib.html,1926-01-01,1980-01-01,FS,,[]
tax,https://www.courtlistener.com/api/rest/v4/courts/tax/,,,,,,2013-08-14T15:20:02-07:00,True,True,False,114.2,Tax Ct.,U.S. Tax Court,United States Tax Court,http://www.ustaxcourt.gov/,,,FS,,[]
bta,https://www.courtlistener.com/api/rest/v4/courts/bta/,,False,,,,2020-01-17T09:36:23.522590-08:00,True,False,False,114.3,B.T.A.,Board of Tax Appeals,United States Board of Tax Appeals,,1924-01-01,1942-12-31,FS,,[]
bia,https://www.courtlistener.com/api/rest/v4/courts/bia/,,,,,,2021-12-30T16:47:13.317083-08:00,True,True,False,114.5,BIA,Board of Immigration Appeals,Board of Immigration Appeals,https://www.justice.gov/eoir/ag-bia-decisions,,,FS,,[]
olc,https://www.courtlistener.com/api/rest/v4/courts/olc/,,,,,,2023-10-02T18:23:43.483237-07:00,True,True,False,114.52,,Office of Legal Counsel,Department of Justice Office of Legal Counsel,https://www.justice.gov/olc,,,FS,https://www.courtlistener.com/api/rest/v4/courts/ag/,[]
padeptjust,https://www.courtlistener.com/api/rest/v4/courts/padeptjust/,,,,,,2023-10-02T18:23:43.503603-07:00,False,False,False,114.54,,Pennsylvania Department of Justice,Pennsylvania Department of Justice,,,,FS,https://www.courtlistener.com/api/rest/v4/courts/ag/,[]
philadeptjust,https://www.courtlistener.com/api/rest/v4/courts/philadeptjust/,,,,,,2023-10-02T18:23:43.511238-07:00,False,False,False,114.541,Phila. Dept. Just.,Philadelphia Department of Justice,Philadelphia Department of Justice,,,,FS,https://www.courtlistener.com/api/rest/v4/courts/ag/,[]
deptinterior,https://www.courtlistener.com/api/rest/v4/courts/deptinterior/,,,,,,2022-12-15T10:01:59.410000-08:00,False,False,False,114.6,,Department of Interior,Department of Interior,,,,FS,,[]
uslandoffice,https://www.courtlistener.com/api/rest/v4/courts/uslandoffice/,,,,,,2022-12-15T10:01:59.904401-08:00,False,False,False,114.601,US Land Office,United States Land Office,United States Land Office,,,,FS,,[]
ussurveyor,https://www.courtlistener.com/api/rest/v4/courts/ussurveyor/,,,,,,2022-12-15T10:01:59.909962-08:00,False,False,False,114.602,,United States Surveyor,United States Surveyor,,,,FS,,[]
mc,https://www.courtlistener.com/api/rest/v4/courts/mc/,,,,,,2023-10-02T08:46:25.868966-07:00,True,False,False,114.99,M.C.,Military Commission Review,United States Court of Military Commission Review,http://www.mc.mil/cases/USCourtofMilitaryCommissionReview.aspx,,,MA,,[]
mspb,https://www.courtlistener.com/api/rest/v4/courts/mspb/,,,,,,2014-09-02T16:05:21.019000-07:00,True,True,False,114.995,MSPB,Merit Systems Protection Board,Merit Systems Protection Board,http://www.mspb.gov/,,,FS,,[]
nmcca,https://www.courtlistener.com/api/rest/v4/courts/nmcca/,,,,,,2023-10-02T08:46:25.874378-07:00,True,True,False,114.996,N.M.C.C.A.,Navy-Marine Corps Court of Criminal Appeals,Navy-Marine Corps Court of Criminal Appeals,http://www.jag.navy.mil/,,,MA,,[]
usnmcmilrev,https://www.courtlistener.com/api/rest/v4/courts/usnmcmilrev/,,,,,,2023-10-02T08:46:25.879569-07:00,True,False,False,114.997,,U.S. Navy-Marine Corps Court of Military Review,U.S. Navy-Marine Corps Court of Military Review,,,,MA,,[]
cavc,https://www.courtlistener.com/api/rest/v4/courts/cavc/,,,,,,2013-08-14T15:20:17-07:00,True,True,False,115.0,Vet. App.,Veterans Claims,United States Court of Appeals for Veterans Claims,http://www.uscourts.cavc.gov/,,,FS,,['https://www.courtlistener.com/api/rest/v4/courts/cafc/']
bva,https://www.courtlistener.com/api/rest/v4/courts/bva/,,,,,,2024-02-01T06:28:07.431755-08:00,True,False,False,115.1,Board of Vet. App.,Board of Veterans' Appeals,Board of Veterans' Appeals,http://www.index.va.gov/search/va/bva_search.jsp,,,FS,,[]
eca,https://www.courtlistener.com/api/rest/v4/courts/eca/,,,,,,2013-08-14T15:20:25-07:00,True,False,False,116.0,Emer. Ct. App.,Emergency Court of Appeals,Emergency Court of Appeals,https://secure.wikimedia.org/wikipedia/en/wiki/Emergency_Court_of_Appeals,1942-01-30,1962-04-18,FS,,[]
tecoa,https://www.courtlistener.com/api/rest/v4/courts/tecoa/,,,,,,2013-08-14T15:20:33-07:00,True,False,False,116.1,Temp. Emerg. Ct. App.,Temporary Emergency Court of Appeals,Temporary Emergency Court of Appeals,http://www.fjc.gov/history/home.nsf/page/courts_special_tecoa.html,1971-12-01,1992-10-29,FS,,[]
fiscr,https://www.courtlistener.com/api/rest/v4/courts/fiscr/,,,,,,2014-05-27T08:58:53.457000-07:00,True,False,False,140.0,FISA Ct. Rev.,Foreign Intelligence Surveillance Court of Review,Foreign Intelligence Surveillance Court of Review,http://www.fisc.uscourts.gov/,1978-10-25,,FS,,[]
fisc,https://www.courtlistener.com/api/rest/v4/courts/fisc/,,,,,,2014-05-27T08:58:47.570000-07:00,True,False,False,140.1,FISA Ct.,Foreign Intelligence Surveillance Court,Foreign Intelligence Surveillance Court,http://www.fisc.uscourts.gov/,1978-10-25,,FS,,[]
reglrailreorgct,https://www.courtlistener.com/api/rest/v4/courts/reglrailreorgct/,,,,,,2013-08-14T15:20:40-07:00,True,False,False,140.5,Regl. Rail Reorg. Act,Special Court under the Regional Rail Reorganization Act,Special Court under the Regional Rail Reorganization Act,http://www.uscourts.gov/news/TheThirdBranch/96-11-01/Special_Railroad_Court_to_Close_Doors.aspx,1973-01-01,1996-03-01,FS,,[]
cit,https://www.courtlistener.com/api/rest/v4/courts/cit/,14.0,,,,,2019-02-06T11:45:24.399386-08:00,True,True,False,141.0,Ct. Intl. Trade,Court of International Trade,United States Court of International Trade,http://www.cit.uscourts.gov/,,,FS,,['https://www.courtlistener.com/api/rest/v4/courts/cafc/']
usberlinct,https://www.courtlistener.com/api/rest/v4/courts/usberlinct/,,,,,,2023-10-02T18:23:43.533032-07:00,False,False,False,142.0,,United States Court of Berlin, United States Court of Berlin,,,,FS,https://www.courtlistener.com/api/rest/v4/courts/usdistct/,[]
bap1,https://www.courtlistener.com/api/rest/v4/courts/bap1/,,,,,,2024-01-09T11:18:10.710009-08:00,True,True,False,150.0,1st Cir. BAP,First Circuit,Bankruptcy Appellate Panel of the First Circuit,http://www.bap1.uscourts.gov/,,,FBP,,[]
bap2,https://www.courtlistener.com/api/rest/v4/courts/bap2/,,,,,,2013-10-24T18:28:18.159000-07:00,True,False,False,150.1,2d Cir. BAP,Second Circuit,Bankruptcy Appellate Panel of the Second Circuit,http://www.bap2.uscourts.gov/,,,FBP,,[]
bap6,https://www.courtlistener.com/api/rest/v4/courts/bap6/,,,,,,2013-10-24T18:28:23.950000-07:00,True,False,False,152.0,6th Cir. BAP,Sixth Circuit,Bankruptcy Appellate Panel of the Sixth Circuit,http://www.bap6.uscourts.gov/,,,FBP,,[]
bap8,https://www.courtlistener.com/api/rest/v4/courts/bap8/,,,,,,2013-10-24T18:28:29.427000-07:00,True,False,False,153.0,8th Cir. BAP,Eighth Circuit,United States Bankruptcy Appellate Panel for the Eighth Circuit,http://www.ca8.uscourts.gov/bankruptcy-appellate-panel,,,FBP,,[]
bap9,https://www.courtlistener.com/api/rest/v4/courts/bap9/,,,,,,2013-10-24T18:28:35.262000-07:00,True,True,False,154.0,9th Cir. BAP,Ninth Circuit,United States Bankruptcy Appellate Panel for the Ninth Circuit,http://www.ca9.uscourts.gov/bap/,,,FBP,,[]
bap10,https://www.courtlistener.com/api/rest/v4/courts/bap10/,,,,,,2014-09-02T15:59:57.169000-07:00,True,True,False,154.1,10th Cir. BAP,Tenth Circuit,Bankruptcy Appellate Panel of the Tenth Circuit,http://www.bap10.uscourts.gov/,,,FBP,,[]
bapme,https://www.courtlistener.com/api/rest/v4/courts/bapme/,,,,,,2013-10-24T18:28:48.311000-07:00,True,False,False,154.15,Me. BAP,D. Maine,"Bankruptcy Appellate Panel, D. Maine",http://www.meb.uscourts.gov/,,,FBP,,[]
bapma,https://www.courtlistener.com/api/rest/v4/courts/bapma/,,,,,,2013-10-24T18:28:53.666000-07:00,True,False,False,154.16,Mass. BAP,Massachusetts,Bankruptcy Appellate Panel of Massachusetts,http://www.uscourts.gov/,,,FBP,,[]
almb,https://www.courtlistener.com/api/rest/v4/courts/almb/,16.0,True,"answer,appeal,court,motion,order,caseupld,misc",,27,2020-07-27T23:14:10.015480-07:00,True,False,False,155.0,Bankr. M.D. Ala.,M.D. Alabama,"United States Bankruptcy Court, M.D. Alabama",http://www.almb.uscourts.gov/,,,FB,,[]
alnb,https://www.courtlistener.com/api/rest/v4/courts/alnb/,18.0,True,all,,26,2020-07-27T23:14:17.584405-07:00,True,False,False,156.0,Bankr. N.D. Ala.,N.D. Alabama,"United States Bankruptcy Court, N.D. Alabama",http://www.alnb.uscourts.gov/,,,FB,,[]
alsb,https://www.courtlistener.com/api/rest/v4/courts/alsb/,20.0,True,all,,28,2020-07-27T23:14:10.737373-07:00,True,False,False,156.5,Bankr. S.D. Ala.,S.D. Alabama,"United States Bankruptcy Court, S.D. Alabama",http://www.alsb.uscourts.gov/,,,FB,,[]
akb,https://www.courtlistener.com/api/rest/v4/courts/akb/,22.0,True,all,,7-,2020-07-27T23:15:09.844304-07:00,True,False,False,157.0,Bankr. D. Alaska,D. Alaska,"United States Bankruptcy Court, D. Alaska",http://www.akb.uscourts.gov/,,,FB,,[]
arb,https://www.courtlistener.com/api/rest/v4/courts/arb/,24.0,True,all,,70,2020-07-27T23:16:18.086650-07:00,True,False,False,157.1,Bankr. D. Ariz.,D. Arizona,"United States Bankruptcy Court, D. Arizona",https://ecf.azb.uscourts.gov/,,,FB,,[]
areb,https://www.courtlistener.com/api/rest/v4/courts/areb/,26.0,True,all,,60,2020-07-27T23:15:11.638130-07:00,True,False,False,157.2,Bankr. E.D. Ark.,E.D. Arkansas,"United States Bankruptcy Court, E.D. Arkansas",http://www.arb.uscourts.gov/,,,FB,,[]
arwb,https://www.courtlistener.com/api/rest/v4/courts/arwb/,28.0,True,all,,61,2020-07-27T23:15:10.545187-07:00,True,False,False,157.3,Bankr. W.D. Ark.,W.D. Arkansas,"United States Bankruptcy Court, W.D. Arkansas",http://www.arb.uscourts.gov/,,,FB,,[]
cacb,https://www.courtlistener.com/api/rest/v4/courts/cacb/,973.0,True,"answer,appeal,cmp,court,motion,misc,nef,notice,order",,73,2020-07-27T23:15:24.925495-07:00,True,False,False,158.0,Bankr. C.D. Cal.,C.D. California,"United States Bankruptcy Court, C.D. California",http://www.cacb.uscourts.gov/,,,FB,,[]
caeb,https://www.courtlistener.com/api/rest/v4/courts/caeb/,32.0,True,all,,72,2020-07-27T23:11:13.481369-07:00,True,False,False,158.05,Bankr. E.D. Cal.,E.D. California,"United States Bankruptcy Court, E.D. California",http://www.caeb.uscourts.gov/,,,FB,,[]
canb,https://www.courtlistener.com/api/rest/v4/courts/canb/,34.0,True,all,,71,2020-07-27T23:15:13.617505-07:00,True,False,False,158.1,Bankr. N.D. Cal.,N.D. California,"United States Bankruptcy Court, N.D. California",http://www.canb.uscourts.gov/,,,FB,,[]
casb,https://www.courtlistener.com/api/rest/v4/courts/casb/,36.0,True,all,,74,2020-07-27T23:15:10.909390-07:00,True,False,False,158.2,Bankr. S.D. Cal.,S.D. California,"United States Bankruptcy Court, S.D. California",http://www.casb.uscourts.gov/,,,FB,,[]
cob,https://www.courtlistener.com/api/rest/v4/courts/cob/,38.0,True,all,,82,2020-07-27T23:13:11.714702-07:00,True,False,False,159.0,Bankr.D. Colo.,D. Colorado,"United States Bankruptcy Court, D. Colorado",http://www.cob.uscourts.gov/,,,FB,,[]
ctb,https://www.courtlistener.com/api/rest/v4/courts/ctb/,40.0,True,all,,05,2020-07-27T23:18:14.810066-07:00,True,False,False,159.5,Bankr. D. Conn.,D. Connecticut,"United States Bankruptcy Court, D. Connecticut",http://www.ctb.uscourts.gov/,,,FB,,[]
deb,https://www.courtlistener.com/api/rest/v4/courts/deb/,42.0,True,all,,11,2020-07-27T23:14:11.783152-07:00,True,False,False,159.7,Bankr. D. Del.,D. Delaware,"United States Bankruptcy Court, D. Delaware",http://www.deb.uscourts.gov/,,,FB,,[]
dcb,https://www.courtlistener.com/api/rest/v4/courts/dcb/,44.0,True,all,,90,2020-08-28T21:58:05.385916-07:00,True,False,False,160.0,Bankr. D.C.,District of Columbia,"United States Bankruptcy Court, District of Columbia",http://www.dcb.uscourts.gov/,,,FB,,[]
flmb,https://www.courtlistener.com/api/rest/v4/courts/flmb/,46.0,True,"answer,appeal,court,motion,order,misc,caseupld,trustee",,3A,2020-07-27T23:14:19.009110-07:00,True,False,False,176.9,Bankr. M.D. Fla.,M.D. Florida,"United States Bankruptcy Court, M.D. Florida",http://www.flmb.uscourts.gov/,,,FB,,[]
flnb,https://www.courtlistener.com/api/rest/v4/courts/flnb/,48.0,True,all,,29,2020-07-27T23:14:10.171944-07:00,True,False,False,176.95,Bankr. N.D. Fla.,N.D. Florida,"United States Bankruptcy Court, N.D. Florida",http://www.flnb.uscourts.gov/,,,FB,,[]
flsb,https://www.courtlistener.com/api/rest/v4/courts/flsb/,50.0,True,all,,3C,2020-07-27T23:12:21.149994-07:00,True,False,False,177.0,Bankr. S.D. Florida,S.D. Florida,"United States Bankruptcy Court, S.D. Florida.",http://www.flsb.uscourts.gov/,,,FB,,[]
gamb,https://www.courtlistener.com/api/rest/v4/courts/gamb/,52.0,True,"answer,appeal,court,motion,order",,3G,2020-07-27T23:12:08.096573-07:00,True,False,False,179.8,Bankr. M.D. Ga.,M.D. Georgia,"United States Bankruptcy Court, M.D. Georgia",http://www.gamb.uscourts.gov/,,,FB,,[]
ganb,https://www.courtlistener.com/api/rest/v4/courts/ganb/,54.0,True,all,,3E,2020-07-27T23:18:28.575134-07:00,True,False,False,179.9,Bankr. N.D. Ga.,N.D. Georgia,"United States Bankruptcy Court, N.D. Georgia",http://www.ganb.uscourts.gov/,,,FB,,[]
gasb,https://www.courtlistener.com/api/rest/v4/courts/gasb/,56.0,True,order,,3J,2020-07-27T23:14:09.185573-07:00,True,False,False,180.0,Bankr. S.D. Ga.,S.D. Georgia,"United States Bankruptcy Court, S.D. Georgia",http://www.gasb.uscourts.gov/,,,FB,,[]
hib,https://www.courtlistener.com/api/rest/v4/courts/hib/,60.0,True,"appeal,motion,order,misc",,75,2020-07-27T23:15:09.853561-07:00,True,False,False,180.05,Bankr. D. Haw.,D. Hawaii,"United States Bankruptcy Court, D. Hawaii",http://www.hib.uscourts.gov/,,,FB,,[]
idb,https://www.courtlistener.com/api/rest/v4/courts/idb/,62.0,True,"answer,appeal,court,motion,order",,76,2020-07-27T23:15:10.081200-07:00,True,False,False,180.1,Bankr. D. Idaho,D. Idaho,"United States Bankruptcy Court, D. Idaho",http://www.id.uscourts.gov/,,,FB,,[]
ilcb,https://www.courtlistener.com/api/rest/v4/courts/ilcb/,64.0,True,all,,53,2020-07-27T23:15:10.668654-07:00,True,False,False,182.0,Bankr. C.D. Ill.,C.D. Illinois,"United States Bankruptcy Court, C.D. Illinois",http://www.ilcb.uscourts.gov/,,,FB,,[]
ilnb,https://www.courtlistener.com/api/rest/v4/courts/ilnb/,66.0,True,all,,52,2020-07-30T11:41:09.261697-07:00,True,False,False,183.0,Bankr. N.D. Ill.,N.D. Illinois,"United States Bankruptcy Court, N.D. Illinois",http://www.ilnb.uscourts.gov/,,,FB,,[]
ilsb,https://www.courtlistener.com/api/rest/v4/courts/ilsb/,68.0,True,all,,54,2020-07-27T23:15:11.019800-07:00,True,False,False,183.1,Bankr. S.D. Ill.,S.D. Illinois,"United States Bankruptcy Court, S.D. Illinois",http://www.ilsb.uscourts.gov/,,,FB,,[]
innb,https://www.courtlistener.com/api/rest/v4/courts/innb/,70.0,True,"answer,appeal,motion,notice,order,plan",,55,2020-07-27T23:15:11.303044-07:00,True,False,False,183.15,Bankr. N.D. Ind.,N.D. Indiana,"United States Bankruptcy Court, N.D. Indiana",http://www.innb.uscourts.gov/,,,FB,,[]
insb,https://www.courtlistener.com/api/rest/v4/courts/insb/,72.0,True,all,,56,2020-07-27T23:14:14.044162-07:00,True,False,False,183.2,Bankr. S.D. Ind.,S.D. Indiana,"United States Bankruptcy Court, S.D. Indiana",http://www.insb.uscourts.gov/,,,FB,,[]
ianb,https://www.courtlistener.com/api/rest/v4/courts/ianb/,74.0,True,"answer,appeal,court,motion,order",,62,2020-07-27T23:15:10.016143-07:00,True,False,False,185.0,Bankr. D. Iowa,N.D. Iowa,"United States Bankruptcy Court, N.D. Iowa",http://www.ianb.uscourts.gov/,,,FB,,[]
iasb,https://www.courtlistener.com/api/rest/v4/courts/iasb/,76.0,True,all,,63,2020-07-27T23:15:10.626001-07:00,True,False,False,185.1,Bankr. S.D. Iowa,S.D. Iowa,"United States Bankruptcy Court, S.D. Iowa",http://www.iasb.uscourts.gov/,,,FB,,[]
ksb,https://www.courtlistener.com/api/rest/v4/courts/ksb/,78.0,True,all,,83,2020-07-27T23:15:13.246956-07:00,True,False,False,187.0,Bankr. D. Kan.,D. Kansas,"United States Bankruptcy Court, D. Kansas",http://www.ksb.uscourts.gov/,,,FB,,[]
kyeb,https://www.courtlistener.com/api/rest/v4/courts/kyeb/,80.0,True,all,,43,2022-11-21T11:14:43.006979-08:00,True,False,False,187.5,Bankr. E.D. Ky.,E.D. Kentucky,"United States Bankruptcy Court, E.D. Kentucky",http://www.kyeb.uscourts.gov/,,,FB,,[]
kywb,https://www.courtlistener.com/api/rest/v4/courts/kywb/,82.0,True,all,,44,2020-07-27T23:15:12.178674-07:00,True,False,False,187.8,Bankr. W.D. Ky.,W.D. Kentucky,"United States Bankruptcy Court, W.D. Kentucky",http://www.kywb.uscourts.gov/,,,FB,,[]
laeb,https://www.courtlistener.com/api/rest/v4/courts/laeb/,84.0,True,"answer,appeal,court,misc,motion,order",,3L,2020-07-27T23:15:10.924235-07:00,True,False,False,187.9,Bankr. E.D. La.,E.D. Louisiana,"United States Bankruptcy Court, E.D. Louisiana",http://www.laeb.uscourts.gov/,,,FB,,[]
lamb,https://www.courtlistener.com/api/rest/v4/courts/lamb/,86.0,True,all,,3N,2021-11-16T07:26:11.471003-08:00,True,False,False,188.0,Bankr. M.D. La.,M.D. Louisiana,"United States Bankruptcy Court, M.D. Louisiana",http://www.lamb.uscourts.gov/,,,FB,,[]
lawb,https://www.courtlistener.com/api/rest/v4/courts/lawb/,88.0,True,all,,36,2020-07-27T23:15:13.949326-07:00,True,False,False,188.1,Bankr. W.D. La.,W.D. Louisiana,"United States Bankruptcy Court, W.D. Louisiana",http://www.lawb.uscourts.gov/,,,FB,,[]
meb,https://www.courtlistener.com/api/rest/v4/courts/meb/,90.0,True,answer,,00,2020-07-27T23:14:08.887744-07:00,True,False,False,188.2,Bankr. D. Me.,D. Maine,"United States Bankruptcy Court, D. Maine",http://www.meb.uscourts.gov/,,,FB,,[]
mdb,https://www.courtlistener.com/api/rest/v4/courts/mdb/,92.0,True,all,,16,2020-07-27T23:14:14.798827-07:00,True,False,False,188.9,Bankr. D. Md.,D. Maryland,"United States Bankruptcy Court, D. Maryland",http://www.mdb.uscourts.gov/,,,FB,,[]
mab,https://www.courtlistener.com/api/rest/v4/courts/mab/,94.0,True,"answer,appeal,caseupld,claims,cmp,crbatch,misc,motion,notice,order,plan",,01,2020-07-27T23:15:12.635280-07:00,True,False,False,189.0,Bankr. D. Mass.,D. Massachusetts,"United States Bankruptcy Court, D. Massachusetts",http://www.mab.uscourts.gov/,,,FB,,[]
mieb,https://www.courtlistener.com/api/rest/v4/courts/mieb/,96.0,True,all,,45,2020-07-27T23:12:21.348952-07:00,True,False,False,189.1,Bankr. E.D. Mich.,E.D. Michigan,"United States Bankruptcy Court, E.D. Michigan",http://www.mieb.uscourts.gov/,,,FB,,[]
